genes	slow-heart	slow-heart.1	slow-heart.2	slow-heart.3	slow-heart.4	slow-heart.5	slow-heart.6	slow-heart.7	slow-heart.8	slow-heart.9	slow-heart.10	slow-heart.11
YIPF5	73.0033701642142	113.139072763452	194.760629642814	58.2064941206622	86.6105391421627	70.948753948947	50.8861161317585	84.4430898620211	77.2536929843246	50.3453349352429	67.165597574242	66.5039290998258
LOC121113482	0.281866294070325	0	0	0.692934453817408	0.290639393094506	0.187695116267056	0.237785589400741	0	0.362693394292604	0	0.599692835484303	0
ERCC8	7.8922562339691	5.44935900924883	6.7846940654259	12.4728201687133	3.77831211022857	5.63085348801166	6.18242532441926	4.95190959067408	5.44040091438905	6.24438262762703	4.19784984839012	3.12434566240792
ADARB1	21.9855709374853	24.1328756123877	33.9234703271295	24.2527058836093	27.3201029508835	18.2064262779044	30.6743410326955	18.2438774393256	21.7616036575562	21.4650652824679	23.9877134193721	23.6557600153743
DOCK2	4.5098607051252	3.89239929232059	37.9144668362035	4.85054117672185	1.16255757237802	1.50156093013644	4.75571178801481	0.781880461685381	7.25386788585207	6.24438262762703	2.99846417742152	1.33900528388911
LOC112530599	0	0	0	0	0.290639393094506	0	0	0	0	3.12219131381352	0	0
GPR137B	4.22799441105488	4.1518925784753	15.9639860362962	2.07880336145222	4.9408696826066	4.69237790667639	4.99349737741555	3.64877548786511	2.17616036575562	1.95136957113345	4.19784984839012	4.01701585166733
LOC101748987	1.69119776442195	0	1.99549825453703	1.38586890763482	0.871918179283517	0.750780465068222	0.951142357602962	1.04250728224717	1.81346697146302	1.17082174268007	1.19938567096861	0.446335094629703
LOC121108744	9.30158770432073	2.07594628923765	0	3.46467226908704	0	2.06464627893761	0.237785589400741	1.56376092337076	0	6.63465654185372	0	0
TRHDE	0	0.259493286154706	0	2.07880336145222	0.581278786189011	0	0.237785589400741	0.260626820561794	0	0.780547828453379	0	0
ARMC1	79.4862949278317	89.7846770095283	117.335297366777	67.2146420202886	57.5465998327121	67.0071565073388	104.625659336326	93.5650285816839	91.3987353617361	92.4949176717254	78.5597614484438	49.0968604092674
GGPS1	10.429052880602	8.5632784431053	11.9729895272222	6.92934453817408	7.26598482736264	4.69237790667639	8.08471003962518	6.25504369348305	10.1554150401929	9.36657394144055	23.9877134193721	7.14136151407525
PTPRC	15.2207798797976	18.9430098892935	154.052465250259	14.5516235301656	9.59109997211869	17.0802555803021	18.309490383857	11.7282069252807	41.3470469493568	32.3927348808152	18.5904779000134	8.48036679796436
CYTIP	2.81866294070325	3.63290600616589	73.0352361160552	9.70108235344371	2.03447575166154	6.38163395307989	4.75571178801481	5.73379005235946	18.4973631089228	16.391504397521	7.79600686129595	7.58769660870496
LOC121107349	0	0	0	0	0	0	0	0	0	0.780547828453379	0	0
SORCS2	0	1.29746643077353	0.399099650907406	2.77173781526963	0	0.563085348801167	0.475571178801481	2.86689502617973	0.362693394292604	1.56109565690676	1.79907850645291	0.892670189259407
ABCC5	144.315542564006	90.3036635818377	114.142500159518	100.475495803524	76.1475209907605	70.1979734838788	86.3161689524688	93.3044017611221	129.481541762459	144.401348263875	112.142560235565	77.2159713709387
LOC100859848	7.61038993989878	8.5632784431053	1.99549825453703	11.7798857148959	10.4630181514022	9.00936558081867	7.6091388608237	5.73379005235946	5.80309430868166	7.80547828453379	5.99692835484303	5.80235623018614
FAM105A	5.91919217547682	4.93037243693942	21.1522814980925	6.23641008435667	8.13790300664616	3.94159744160817	4.99349737741555	4.95190959067408	4.71501412580385	6.24438262762703	6.59662119032734	6.24869132481585
C12orf45	12.120250645024	15.8290904554371	37.1162675343887	27.7173781526963	24.123069626844	17.0802555803021	19.26063274146	17.9832506187638	16.3212027431672	24.5872565962814	26.3864847613094	19.6387441637069
FAM183A	0.56373258814065	0	1.19729895272222	0.692934453817408	0.290639393094506	0	0.237785589400741	0	0.725386788585207	0	0	0
APOD	3.10052923477358	1.55695971692824	9.17929197087033	31.8749848756008	4.06895150332308	5.0677681392105	6.42021091382	8.34005825797739	11.6061886173633	11.317943512574	16.1917065580762	1.78534037851881
IL31RA	1.69119776442195	1.03797314461882	1.99549825453703	1.38586890763482	0.290639393094506	2.44003651147172	1.1889279470037	0.521253641123587	1.45077357717041	0.390273914226689	1.79907850645291	0.446335094629703
GRN	45.944205933463	93.9365695880036	288.948147256962	65.8287731126537	73.8224058460044	104.54617976075	62.5376100123948	71.1511220133696	121.502287088022	68.6882089038973	79.1594542839281	66.0575940051961
LOC124417152	1.1274651762813	0.518986572309412	0.399099650907406	0	1.45319696547253	0.938475581335278	0.237785589400741	1.04250728224717	2.17616036575562	1.17082174268007	0.599692835484303	0.892670189259407
RICTOR	8.45598882210975	8.5632784431053	8.78019231996293	17.3233613454352	11.0442969375912	8.25858511575044	11.1759227018348	11.7282069252807	9.7927216459003	19.1234217971078	15.5920137225919	16.0680634066693
SDE2	195.897074378876	166.335196425167	227.486801017221	177.391220177256	349.63918989269	306.881515096636	240.163445294748	263.233088767412	195.854432918006	207.235448454372	178.708464974322	252.625663560412
