genes	slow-kidney	slow-kidney.1	slow-kidney.2	slow-kidney.3	slow-kidney.4	slow-kidney.5	slow-kidney.6	slow-kidney.7	slow-kidney.8	slow-kidney.9	slow-kidney.10	slow-kidney.11
PLEKHB2	92.7711297978897	63.8572373292863	53.8238378352121	59.724335622574	54.2723136611098	54.911995853074	71.6342643431032	64.7914482319743	68.3881053656048	87.1141215824573	51.0457292692245	42.5987993019712
LOC107055293	0.412316132435065	1.05114793957673	1.40166244362532	1.80073373736404	1.12598161122635	0.722526261224658	1.08263371803179	1.90563083035218	0.592104808360214	0.244017147289796	1.18024807558901	4.25987993019712
MAP9	2.26773872839286	1.57672190936509	1.68199493235038	0	0.900785288981076	2.16757878367397	3.60877906010596	1.90563083035218	0.888157212540322	0.976068589159186	0	1.77494997091547
CRY1	27.4190228069318	19.1834498972753	7.84930968430176	6.60269037033482	6.30549702286753	5.78021008979726	12.8111656633761	9.76635800555494	7.69736250868279	23.4256461398205	5.90124037794503	5.6798399069295
PNO1	128.024159121088	105.903154912356	189.224429889418	156.363712861111	151.106732226576	138.725042155134	117.646197359454	122.436780850128	141.513049198091	112.735922047886	149.006319543112	179.269947062462
SIRT5	31.336026065065	24.7019765800531	45.9745281509103	38.1155307742055	28.3747366029039	29.623576710211	75.0626044502039	32.6339279697811	39.3749697559543	26.353851907298	33.3420081353894	38.6939093659572
TM7SF3	6.80321618517858	8.14639653171965	5.88698226322632	8.10330181813818	4.95431908939592	11.5604201795945	10.285020321302	6.90791176002667	4.73683846688172	6.10042868224491	5.90124037794503	6.74480988947878
BTN1A1	2.26773872839286	3.94180477341274	4.20498733087595	6.60269037033482	4.05353380041484	5.78021008979726	3.96965696611655	5.71689249105655	1.77631442508064	5.12436009308573	7.08148845353403	4.96985991856331
PDE12	6.18474198652598	6.83246160724874	10.3723020828273	15.3062367675943	9.4582455343013	2.89010504489863	7.03711916720661	10.004561859349	9.17762452958332	9.27265159701227	7.67161249132854	8.51975986039425
NGF	0.206158066217533	0.262786984894182	0.560664977450126	0	0	0	0	0	0	0.488034294579593	0	0
AHR1B	2.06158066217533	11.0370533655557	0.280332488725063	2.70110060604606	0.450392644490538	2.16757878367397	1.26307267103708	1.42922312276414	0.592104808360214	2.19615432560817	1.47531009448626	0
SNF8	30.9237099326299	21.548532761323	17.3806143009539	24.0097831648539	15.7637425571688	13.0054727020438	40.7792033791973	22.8675699642262	18.3552490591666	29.7700919693552	23.3098994928829	15.264569749873
