genes	fast-liver	fast-liver.1	fast-liver.2	fast-liver.3	fast-liver.4	fast-liver.5	fast-liver.6	fast-liver.7	fast-liver.8	fast-liver.9	fast-liver.10	fast-liver.11
LOC107050189	4.50162269516247	1.96064279107771	19.2346064110444	47.744183467138	4.59319277820703	0	8.65339895390075	6.55103493262423	10.7638965728495	1.58739009827692	6.51272513511809	20.2226835128034
SPIA4	135.949005393907	406.133149580382	515.743913234805	249.520196929448	550.123165820642	365.304360217132	187.712192692309	364.086364524693	229.71133822513	504.790051252061	327.139193325547	288.673251462985
STARD13	3.15113588661373	2.52082644567134	3.07753702576711	3.41029881908129	4.94651529960757	11.1373280554004	4.32669947695037	4.78729475845617	6.84975236454062	3.49225821620923	4.50880970892791	2.44450020484437
LOC107052705	0	0	0	0	0	3.1184518555121	0	0.251962882024009	0	0	0	0.222227291349488
NLGN4Y	6.75243404274371	1.40045913648408	0.256461418813926	6.25221450164903	1.05996756420162	3.34119841662011	10.3175141373432	9.07066375286432	4.89268026038616	1.58739009827692	3.50685199583282	5.11122770103822
BMP3	2.25081134758124	0	0	1.1367662730271	0.353322521400541	0.890986244432029	1.66411518344245	3.27551746631211	8.31755644265647	0.317478019655384	2.00391542619018	1.7778183307959
KIAA1549	1.80064907806499	11.2036730918726	3.84692128220889	7.95736391118967	3.88654773540595	6.90514339434822	6.32363769708132	4.53533187643216	2.93560815623169	0.952434058966153	2.50489428273773	2.00004562214539
MAP1LC3A	210.675942133604	173.096749269432	139.515011834776	390.479214784807	201.393837198308	289.570529440409	208.680044003683	179.901497765142	202.067694753948	156.199185670449	281.049138523173	263.117112957794
SASH3	2.70097361709748	7.00229568242038	6.41153547034815	1.1367662730271	9.53970807781461	4.90042434437616	2.66258429350792	3.27551746631211	1.46780407811585	3.17478019655384	0.500978856547546	1.7778183307959
PLEKHA6	6.75243404274371	7.56247933701401	6.15507405153422	2.84191568256774	6.0064828638092	7.57338307767225	7.32210680714679	11.8422554551284	3.91414420830893	7.93695049138461	6.51272513511809	5.5556822837372
