genes	fast-heart	fast-heart.1	fast-heart.2	fast-heart.3	fast-heart.4	fast-heart.5	fast-heart.6	fast-heart.7	fast-heart.8	fast-heart.9	fast-heart.10	fast-heart.11
C17orf58	1.00748656330476	1.26705296927025	0.557449398488781	1.52793182144657	0.60256789909547	0.656811957957492	0.400542142501926	0.635138787464618	0.889833328400539	1.96791477553677	0.547649838385217	1.16645940560404
YIPF5	44.6652376398445	52.3111868741573	67.4513772171425	28.521394000336	76.224839235577	29.5565381080872	38.051503537683	56.5273520843511	29.3644998372178	15.0873466124486	21.3583436970235	17.4968910840607
LOC121113482	0	0.181007567038607	0.557449398488781	0.509310607148857	0.301283949547735	0.656811957957492	0.400542142501926	0	0	0.327985795922795	0	0
ERCC8	5.70909052539365	7.60231781562148	3.90214578942146	4.07448485719086	7.23081478914564	0.985217936936239	0.801084285003853	11.7500675680954	0.889833328400539	2.29590057145957	13.1435961212452	1.16645940560404
ADARB1	20.4855601205302	19.9108323742467	16.444757255419	15.7886288216146	22.2950122665324	17.7339228648523	21.2287335526021	30.4866617983017	25.3602498594154	23.6149773064413	22.4536433737939	25.078877220487
DOCK2	5.70909052539365	6.33526484635123	5.8532186841322	8.65828032153057	3.31412344502509	9.1953674114049	10.4140957050501	2.54055514985847	5.7839166346035	3.60784375515075	10.4053469293191	7.58198613642629
LOC112530599	0	0	0	1.52793182144657	1.20513579819094	0.328405978978746	0.400542142501926	0	0.889833328400539	4.91978693884193	0.547649838385217	0
GPR137B	5.70909052539365	4.52518917596517	3.90214578942146	1.01862121429771	3.01283949547735	4.59768370570245	1.60216857000771	3.4932633310554	1.33474999260081	0.983957387768386	2.19059935354087	1.16645940560404
LOC101748987	1.6791442721746	1.26705296927025	3.06597169168829	6.62103789293514	1.80770369728641	3.61246576876621	2.40325285501156	0.317569393732309	1.77966665680108	2.29590057145957	2.19059935354087	1.74968910840607
LOC121108744	3.35828854434921	0.362015134077213	0	1.52793182144657	6.32696294050244	0	0.801084285003853	8.57437363077235	10.6779999408065	18.0392187757537	1.64294951515565	16.3304316784566
TRHDE	0	0.54302270111582	0.27872469924439	1.52793182144657	0.301283949547735	0.985217936936239	0.801084285003853	0.635138787464618	0.889833328400539	15.0873466124486	1.64294951515565	23.9124178148829
ARMC1	84.2930424631651	63.7146635975896	75.5343934952298	130.383515430107	95.2057280570843	148.767908477372	165.023362710794	67.9598502587142	151.716582492292	134.802162124269	110.625267353814	102.065197990354
GGPS1	13.0973253229619	13.3945599608569	8.6404656765761	4.07448485719086	8.43595058733658	7.55333751651116	21.2287335526021	17.466316655277	8.89833328400539	12.791446040989	9.31004725254868	6.41552673082225
PTPRC	14.4406407407016	15.7476583323588	25.9213970297283	16.8072500359123	15.6667653764822	24.630448423406	25.2341549776214	8.57437363077235	33.8136664792205	13.1194318369118	19.1677443434826	17.4968910840607
CYTIP	6.04491937982857	5.97324971227402	4.73831988715464	9.67690153582828	3.91669134412056	7.22493153753242	6.40867428003082	2.22298575612616	13.3474999260081	9.83957387768386	5.47649838385217	4.66583762241618
LOC121107349	0	0	0	0	0	0.328405978978746	0	0	2.66949998520162	7.54367330622429	1.64294951515565	1.74968910840607
SORCS2	0.671657708869842	0.905037835193033	1.67234819546634	2.54655303574428	0	2.29884185285122	6.40867428003082	0.317569393732309	1.33474999260081	5.90374432661032	1.64294951515565	4.66583762241618
ABCC5	95.3753946595175	60.9995500920105	56.3023892473668	86.5828032153057	105.14809839216	90.9684561771127	93.3263192029488	71.4531135897696	99.6613327808603	130.866332573195	102.958169616421	67.0714158222326
LOC100859848	8.73155021530794	12.6705296927025	5.57449398488781	3.565174250042	9.03851848643206	5.91130762161743	7.20975856503467	6.66895726837849	6.22883329880377	7.2156875103015	2.73824919192608	6.41552673082225
FAM105A	5.70909052539365	3.07712863965631	4.73831988715464	5.09310607148857	5.72439504140697	6.23971360059618	5.60758999502697	4.44597151225233	6.22883329880377	4.26381534699634	2.73824919192608	4.08260791961416
C12orf45	25.8588217914889	27.5131501898682	14.7724090599527	23.4282879288474	18.3783209224118	10.1805853483411	15.2206014150732	23.8177045299232	18.6864998964113	14.1033892246802	14.7865456364009	12.8310534616445
FAM183A	0	0.362015134077213	0	0.509310607148857	0.301283949547735	0	0	0.317569393732309	0	0	0	0.583229702802022
APOD	13.4331541773968	7.05929511450566	7.24684218035415	6.62103789293514	6.92953083959791	7.88174349548991	6.80921642253275	6.9865266621108	12.4576665976075	9.18360228583827	10.9529967677043	8.16521583922831
IL31RA	0.671657708869842	2.89612107261771	0	0	0.60256789909547	0.656811957957492	0.801084285003853	2.85812454359078	1.77966665680108	0.327985795922795	0	0
GRN	41.3069490954953	45.2518917596517	71.9109724050527	52.9683031434811	56.9426664645219	54.5153925104719	52.4710206677524	76.8517932832188	67.1824162942407	27.222821061592	33.9542899798834	46.6583762241618
LOC124417152	3.69411739878413	1.08604540223164	1.39362349622195	0.509310607148857	1.20513579819094	0.985217936936239	1.20162642750578	0.952708181196928	4.89408330620296	2.29590057145957	2.19059935354087	1.74968910840607
RICTOR	17.7989292850508	16.6526961675518	7.24684218035415	8.65828032153057	9.94237033507526	10.1805853483411	10.814637847552	26.3582596797817	8.00849995560485	16.3992897961398	14.7865456364009	8.16521583922831
SDE2	253.550785098365	151.322326044275	284.299193229278	320.86568250378	337.739307443011	508.04404948012	368.498771101772	154.656294747635	401.759747772843	379.151580086751	391.56963444543	460.168235510796
LOC107056510	2.01497312660952	0.905037835193033	0	1.52793182144657	2.10898764683415	1.97043587387248	4.00542142501926	0	3.55933331360215	1.96791477553677	1.64294951515565	3.49937821681213
FGF22	1.00748656330476	0.362015134077213	0	1.01862121429771	0	1.64202989489373	0.400542142501926	0.635138787464618	0.444916664200269	4.91978693884193	9.8576970909339	0
OR52B2	0.335828854434921	0.181007567038607	0	0	0	0.328405978978746	0.400542142501926	0	0.444916664200269	0.327985795922795	0	1.16645940560404
C3orf18	0.335828854434921	3.43914377373353	3.90214578942146	3.05586364289314	2.41027159638188	0.328405978978746	2.40325285501156	3.4932633310554	0.444916664200269	5.24777273476473	0	1.16645940560404
UBE2Q1	10.7465233419175	34.0294226032581	22.0192512403068	32.086568250378	26.211703610653	30.2133500660447	22.029817837606	9.84465120570159	17.3517499038105	21.9750483268273	16.9771449899417	22.1627287064769
LOC121107691	2.01497312660952	2.35309837150189	0.557449398488781	1.01862121429771	3.91669134412056	0.985217936936239	4.40596356752119	1.27027757492924	1.33474999260081	0	1.09529967677043	0.583229702802022
STMN2	24.1796775193143	5.79224214523541	5.29576928564342	22.4096667145497	5.1218271423115	22.6600125495335	25.6346971201233	6.03381848091388	25.3602498594154	21.6470625309045	27.3824919192608	18.0801207868627
CD48	28.2096237725333	29.5042334272929	54.9087657511449	23.4282879288474	26.8142715097484	21.3463886336185	25.2341549776214	19.6893024114032	43.6018330916264	28.2067784493604	25.7395424041052	26.245336626091
CHAF1A	10.4106944874825	10.3174313212006	8.6404656765761	17.82587125021	14.4616295782913	8.21014947446866	18.4249385550886	11.1149287806308	12.9025832618078	6.23173012253311	11.5006466060895	9.91490494763438
LOC101747868	0	0	0.27872469924439	0	0	0	0.801084285003853	0	0.444916664200269	20.0071335512905	0	0
