genes	fast-kidney	fast-kidney.1	fast-kidney.2	fast-kidney.3	fast-kidney.4	fast-kidney.5	fast-kidney.6	fast-kidney.7	fast-kidney.8	fast-kidney.9	fast-kidney.10	fast-kidney.11
LOC121113482	0	0.981120674141663	1.58821276329361	1.67551196024636	0	0	0	14.1130031913919	0	0	0	0
ERCC8	1.77144901552159	3.43392235949582	6.35285105317444	2.09438995030795	7.27887552401582	7.10600743725407	4.55155137471195	1.28300029012654	10.3153348308664	2.21711317983867	3.64775932371979	4.55973547486571
ADARB1	25.3907692224762	24.5280168535416	18.6614999686999	22.6194114633259	17.6372753081922	17.7650185931352	26.3989979733293	19.245004351898	24.9077597135553	20.9617973366566	31.6139141389049	19.5417234637102
DOCK2	8.85724507760797	12.7545687638416	1.98526595411701	10.0530717614782	0.839870252771056	3.04543175882317	8.64794761195271	4.49050101544287	4.78027711674294	6.44978379589433	6.48490546439074	7.81668938548408
LOC112530599	0	0.981120674141663	0.397053190823403	0	0.559913501847371	1.01514391960772	0	0.641500145063268	0	0	8.51143842201285	0.651390782123673
GPR137B	5.31434704656478	15.2073704491958	9.13222338893826	4.60765789067749	9.23857278048162	7.61357939705793	4.55155137471195	10.9055024660755	6.03824477904372	10.2793429247066	3.64775932371979	6.51390782123673
LOC101748987	3.54289803104319	4.41504303363748	0.397053190823403	2.09438995030795	1.39978375461843	1.52271587941159	4.09639623724076	15.3960034815184	0.50318706492031	3.42644764156886	5.6742922813419	2.60556312849469
LOC121108744	6.49531305691251	1.47168101121249	0.397053190823403	0.837755980123181	1.67974050554211	0.253785979901931	0.910310274942391	2.56600058025307	6.28983831150387	4.23267061605565	10.537971379635	7.81668938548408
TRHDE	1.77144901552159	0.490560337070831	0.397053190823403	6.28316985092386	1.11982700369474	3.2992177387251	3.18608596229837	1.28300029012654	1.50956119476093	0.806222974486791	0.405306591524422	0.651390782123673
ARMC1	113.372736993382	76.5274125830497	54.3962871428062	147.026174511618	48.9924314116449	63.7002809553847	111.968163817914	146.262033074425	43.2740875831467	157.011924281302	87.5462237692751	82.7266293297065
GGPS1	9.44772808278183	13.2451291009124	11.1174893430553	14.6607296521557	14.5577510480316	15.9885167338217	13.1994989866647	7.05650159569594	18.1147343371312	9.0700084629764	13.3751175203059	16.9361603352155
PTPRC	18.3049731603898	13.7356894379833	11.1174893430553	12.1474617117861	7.83878902586319	11.4203690955869	15.0201195365494	17.9620040617715	17.3599537397507	35.6753666210405	15.8069570694524	13.6792064245971
CYTIP	8.85724507760797	17.1696117974791	4.36758509905743	9.21531578135499	6.43900527124476	7.61357939705793	13.6546541241359	12.1885027562021	4.78027711674294	14.7135692843839	13.3751175203059	11.7250340782261
SORCS2	0.590483005173865	1.47168101121249	1.19115957247021	7.12092583104704	0	0.507571959803862	7.73763733701032	1.9245004351898	0.50318706492031	0.201555743621698	5.6742922813419	26.7070220670706
ABCC5	101.563076889905	75.546291908908	50.4257552345721	71.2092583104704	54.0316529282713	47.965550201465	75.5557528202184	86.6025195835411	45.2868358428279	84.8549680647347	85.9249974031774	95.7544449721799
LOC100859848	17.7144901552159	6.37728438192081	4.36758509905743	2.93214593043113	7.55883227493951	4.0605756784309	3.18608596229837	8.98100203088575	3.01912238952186	4.63578210329905	5.26898568981748	1.95417234637102
FAM105A	10.6286940931296	6.86784471899164	15.0880212512893	18.8495095527716	19.0370590628106	30.2005316083298	8.19279247448152	8.98100203088575	10.0637412984062	19.1477956440613	9.3220516050617	8.46808016760775
C12orf45	24.8002862173023	26.9808185388957	16.2791808237595	38.9556530757279	21.2767130702001	20.0490924122525	21.8474465986174	27.5845062377205	27.1721015056967	27.8146926197943	25.939621857563	29.3125851955653
FAM183A	0	0	0.397053190823403	0	1.39978375461843	0	0	0	0.251593532460155	0.201555743621698	0.810613183048843	0.651390782123673
APOD	15.3525581345205	11.7734480897	11.9115957247021	12.5663397018477	8.11874577678688	6.09086351764634	8.64794761195271	17.3205039167082	12.3280830905476	6.65133953951602	14.5910372948792	13.6792064245971
IL31RA	0.590483005173865	0.490560337070831	3.17642552658722	0.41887799006159	0.839870252771056	1.01514391960772	0.910310274942391	0.641500145063268	0.754780597380465	0.604667230865093	0.405306591524422	0.651390782123673
GRN	114.55370300373	81.9235762908288	98.8662445150273	111.840423346445	137.738721454453	107.859041458321	185.248140950777	93.6590211792371	116.236211996592	123.553670840101	140.641387258974	102.91974357554
LOC124417152	3.54289803104319	7.35840505606247	3.97053190823403	3.35102392049272	4.75926476570265	3.04543175882317	3.64124109976956	5.77350130556941	5.0318706492031	7.65911825762451	25.1290086745141	10.4222525139788
RICTOR	11.8096601034773	6.37728438192081	15.8821276329361	6.28316985092386	8.95861602955793	10.4052251759792	7.28248219953913	12.1885027562021	14.3408313502288	12.698011848167	19.0494098016478	8.46808016760775
SDE2	273.984114400673	360.07128740999	132.218712544193	308.294200685331	229.284579006498	189.831912966644	314.512199992596	301.505068179736	208.822631941929	280.364039377782	444.62133090229	406.467848045172
LOC107056510	2.95241502586932	3.43392235949582	0.794106381646805	4.1887799006159	3.35948101108422	2.03028783921545	10.4685681618375	0.641500145063268	1.50956119476093	2.01555743621698	5.26898568981748	3.25695391061836
FGF22	0.590483005173865	0.490560337070831	0.397053190823403	0	0	0.507571959803862	0	17.3205039167082	0.251593532460155	0	0	0.651390782123673
