genes	fast-leg	fast-leg.1	fast-leg.2	fast-leg.3	fast-leg.4	fast-leg.5	fast-leg.6	fast-leg.7	fast-leg.8	fast-leg.9	fast-leg.10	fast-leg.11
ERCC8	8.48874512379798	0	2.59765036224869	2.09161786906682	6.01711976234392	1.89566728268114	1.30155705827233	7.17376341621086	2.89513782256451	0.34606266208979	1.73836827982331	4.00505445038522
ADARB1	6.52980394138307	11.4393939133498	22.2655745335602	9.67373264443402	13.4228056236903	24.1020554512316	8.46012087877011	16.2189433757811	10.6155053494032	11.0740051868733	23.1782437309775	9.79013310094164
DOCK2	1.95894118241492	5.00473483709053	7.05076526896073	2.35307010270017	3.70284293067318	4.06214417717387	3.90467117481698	3.43093032949215	2.25177386199462	2.42243863462853	3.47673655964662	4.00505445038522
LOC112530599	0	0	0.74218581778534	0	0.462855366334148	0.541619223623182	0	0.311902757226559	0	0	1.15891218654887	0
GPR137B	1.95894118241492	0	0.74218581778534	3.13742680360022	2.08284914850367	1.62485767086955	0.650778529136163	0.623805514453118	1.93009188170967	1.38425064835916	1.73836827982331	0.890012100085604
LOC101748987	3.26490197069153	5.71969695667489	0	0.261452233633352	0	1.89566728268114	2.60311411654465	1.87141654335935	0.321681980284945	4.84487726925706	0.579456093274437	0
LOC121108744	4.57086275896815	0.714962119584362	0	0	4.39712598017441	0.812428835434774	0.650778529136163	0	2.25177386199462	4.49881460716727	2.89728046637219	2.22503025021401
MMP13	2.61192157655323	0.714962119584362	0	0	0	0	0	0	0	0	1.15891218654887	0
TRHDE	0	1.42992423916872	0.37109290889267	0	0.462855366334148	10.8323844724636	0.650778529136163	1.5595137861328	0	0	0	0.890012100085604
ARMC1	69.8689021727988	87.9403407088765	43.7889632493351	61.7027271374711	60.6340529897734	94.7833641340569	91.7597726081989	158.134697913865	65.6231239781288	136.348688863377	90.3951505508122	51.1756957549222
GGPS1	7.18278433552137	5.71969695667489	6.67967236006806	19.0860130552347	6.71140281184515	10.8323844724636	19.5233558740849	9.04517995957021	23.8044665410859	9.68975453851413	9.271297492391	10.2351391509844
PTPRC	15.6715294593194	13.5842802721029	9.64841563120942	12.2882549807675	10.8771011088525	9.47833641340569	24.078805578038	20.8974847341795	11.902233270543	20.0716344012078	12.1685779587632	15.1302057014553
