"Genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATP8A1",94.5900505198096,1.40069422192554,0.380676544235362,3.67948654346175,0.000233704020132914,0.00399207824592611
"PCASP1",3.37887763678337,2.04074990741258,0.757222391775448,2.69504696318828,0.00703787107590165,0.0467597081643235
"DELE",36.3992421100394,1.3263976072684,0.39830195894739,3.33013076504501,0.000868052072769146,0.0104778391232194
"UBR7",57.9604801598891,1.57894746772521,0.285085435452326,5.5385062559229,3.05062352187423e-08,3.91623794620604e-06
"LOC101751709",19.0229610571198,3.12449382083684,0.544995601126882,5.73306245844252,9.86332911899579e-09,1.64264416300681e-06
"MAFA",24.4472319140182,1.56336951911672,0.54621814807887,2.8621705899288,0.00420750377424135,0.032591625715745
"DKK3",424.021097268478,1.29727798073161,0.346627656653054,3.74256916847832,0.000182148372412561,0.00336047386468923
"LOC107050595",10.9922511811096,1.6570528459808,0.415392027958869,3.98913010950917,6.63160416072753e-05,0.00156267475481465
"PDGFRL",20.2606100523941,1.07093999773332,0.310857516753922,3.44511533424197,0.000570815777158402,0.00779040269955719
"ING2",7.62164548716452,1.93895746360514,0.44886306007929,4.31970824968896,1.56235613467513e-05,0.000533365013953912
"HGSNAT",17.973279959891,1.373141928115,0.39270242041893,3.49664747838872,0.000471143986378105,0.00675946273355502
"JUN",6.02609569638931,1.49535566221182,0.474377375848491,3.15224911292865,0.00162017985034318,0.0165839671724496
"TRAK1",10.9883350295093,1.39463135886167,0.382845222957869,3.64280726317211,0.000269680767191696,0.00444919113101802
"LOC121106461",22.6528656890973,3.53225497995452,0.597500578183901,5.91171809522057,3.38557607326567e-09,7.45068562980823e-07
"DCAF5",67.4126367786043,1.10155645651181,0.221620481127646,4.97046324828322,6.67931219078745e-07,4.51421209443164e-05
"MTERF4",3.62821367300619,3.11687385214476,0.70459117659512,4.4236629064911,9.70413957846467e-06,0.000370259492770894
"FBXO42",50.389852010967,-1.03250509937688,0.216549410869586,-4.76798849385324,1.86074408111465e-06,9.67586922179617e-05
"RBPMS2",58.0918808116735,1.05291818151034,0.264069449085865,3.98727753307038,6.68358258546778e-05,0.00157191740044475
"F3",23.1535145604975,1.08333564980184,0.339188329919597,3.19390602282406,0.00140361802000693,0.0147595464834176
"FAAH2",5.73798832822105,3.54909786165531,0.704897667948033,5.03491219085288,4.78067925696888e-07,3.46571124487556e-05
"ABHD8",10.5117848433861,2.04025143423008,0.569311145050508,3.58371946863796,0.000338735890956285,0.00525687249275775
"EFHD2",15.1633642812078,-1.03692711222463,0.361185967170003,-2.87089534609901,0.00409311010830303,0.0319869936428196
"PDSS1",26.6451092078083,1.56940925360629,0.414147285420066,3.78949544970323,0.000150953576388238,0.00294359473957063
"GABRA4",3.37999472645365,-1.9288532568473,0.685964978541834,-2.81188299284242,0.00492524162254983,0.0364794434084583
"THBD",37.0593747806843,-1.05858578089772,0.290200324713874,-3.64777600418414,0.000264520091545354,0.00438754456016815
"LOC121110427",1.31197408801756,3.34059558505968,0.919233528049177,3.63410981336722,0.0002789420455383,0.00453520022323749
"FAM181B",21.870884699967,-1.26315169774251,0.305841084793203,-4.13009160818471,3.62618712546402e-05,0.00100972523029856
"MAPKAPK2",63.7990533674649,1.15931132146687,0.385961444735147,3.00369722748448,0.00266720610704062,0.0237333199012047
"LOC101747789",8.05662107494601,-1.03348073842834,0.314751021025695,-3.28348653186409,0.00102531543786055,0.0117633171521991
